nusoc;cdepso;cvilso;sexsoc;bgesso;aadhso;anaiso;mnaiso;jnaiso;cspsoc;sitmat;nbenf;accmai;accsms;sitpav1
68725;78;000;1;90;2024;1968;8;18;20;O;0;1;0;Non abonné
68737;62;840;1;166;2024;1996;5;17;40;NC;0;1;1;Non abonné
68768;89;000;1;122;2024;1994;4;2;80;NC;0;1;1;Non abonné
68804;98;718;1;156;2024;1957;8;2;80;NC;0;2;1;Non abonné
68810;91;310;1;92;2024;1977;2;18;50;O;0;1;1;Non abonné
68969;19;190;1;105;2024;1995;11;24;40;O;0;1;1;Non abonné
69002;38;530;1;39;2024;1976;1;15;80;NC;0;2;0;Non abonné
69006;03;150;1;62;2024;1952;3;14;61;O;0;1;1;Non abonné
69183;36;290;1;113;2024;1983;5;26;80;NC;0;1;1;Non abonné
69236;93;100;1;92;2024;1969;7;6;80;NC;0;1;1;Non abonné
69270;33;160;1;9;2024;1968;1;21;14;NC;0;1;1;Non abonné
69373;85;700;1;66;2024;1960;12;30;40;NC;0;1;2;Non abonné
69434;78;100;1;90;2024;1966;2;28;70;NC;0;1;1;Non abonné
69455;77;320;1;92;2024;1977;7;5;40;O;0;1;1;Non abonné
69471;77;173;2;92;2024;1992;9;9;62;O;0;1;1;Non abonné
69567;43;230;1;62;2024;1958;8;6;80;O;0;1;1;Non abonné
69579;79;200;1;113;2024;1991;10;4;40;NC;0;1;1;Non abonné
69584;97;306;1;155;2024;1985;9;18;80;NC;0;1;1;Non abonné
69609;21;600;1;131;2024;1995;2;9;40;N;0;1;1;Abonné
69626;13;770;1;107;2024;1971;11;3;40;NC;0;1;1;Non abonné
69658;06;400;1;17;2024;1990;10;5;40;N;0;1;1;Non abonné
69810;13;840;1;107;2024;1970;11;30;40;NC;0;1;1;Non abonné
69874;33;540;1;9;2024;1969;1;24;40;N;0;1;1;Non abonné
69987;44;250;1;66;2024;1972;3;23;20;O;0;0;1;Non abonné
69995;33;240;1;9;2024;1992;8;11;40;NC;0;1;1;Non abonné
70144;31;600;2;68;2024;1990;10;13;80;NC;0;1;1;Non abonné
70263;13;760;1;107;2024;1963;12;29;40;N;0;1;1;Non abonné
70269;43;420;1;13;2024;1965;4;12;11;NC;0;1;1;Non abonné
70276;57;970;1;103;2024;1990;2;14;40;O;0;1;1;Non abonné
70288;26;300;1;112;2024;1987;3;11;50;O;0;1;1;Non abonné
70373;54;210;1;151;2024;1976;5;12;40;NC;0;1;1;Non abonné
70391;97;300;1;155;2024;1977;12;18;20;N;0;1;1;Non abonné
70504;42;155;1;13;2024;1962;9;26;20;NC;0;1;1;Non abonné
70506;31;300;1;68;2024;1993;12;11;40;NC;0;1;1;Non abonné
70542;76;430;1;27;2024;1948;10;12;61;O;0;1;1;Non abonné
70543;19;430;1;105;2024;1994;6;14;80;N;0;1;1;Non abonné
70566;33;610;2;9;2024;1990;4;7;40;NC;0;1;1;Non abonné
70568;51;100;1;151;2024;1990;4;6;40;O;0;1;1;Non abonné
70692;33;830;2;9;2024;1970;11;24;80;N;0;1;0;Non abonné
70745;59;173;1;166;2024;1978;6;5;30;NC;0;1;1;Non abonné
70817;82;000;1;68;2024;1983;8;14;80;NC;0;1;1;Non abonné
70920;69;009;1;51;2024;1994;8;21;40;NC;0;2;1;Non abonné
71001;75;013;1;92;2024;1987;8;26;30;N;0;1;1;Non abonné
71081;31;200;1;68;2024;1952;2;27;40;O;0;1;1;Non abonné
71090;64;200;1;104;2024;1998;7;1;62;NC;0;2;0;Non abonné
71305;82;000;1;68;2024;1974;6;7;80;N;0;1;1;Non abonné
71368;75;019;1;92;2024;1986;6;15;14;NC;0;1;1;Non abonné
71377;73;190;2;64;2024;1992;3;7;40;N;0;1;1;Non abonné
71385;93;200;3;117;2024;1950;1;1;70;STE;0;1;0;Non abonné
71451;95;270;1;90;2024;1992;7;8;40;N;0;1;1;Non abonné
71482;13;100;1;107;2024;1966;7;14;13;NC;0;1;1;Non abonné
71485;42;680;1;13;2024;1995;7;1;40;N;0;1;1;Non abonné
71532;62;530;1;166;2024;1982;6;6;30;NC;0;1;1;Non abonné
71590;47;700;1;118;2024;1966;8;28;62;N;0;2;1;Non abonné
71624;45;300;1;122;2024;1962;8;3;20;NC;0;1;1;Non abonné
71912;94;500;1;92;2024;1992;3;4;63;NC;0;1;1;Non abonné
72003;07;000;1;112;2024;1967;12;26;40;N;0;1;1;Non abonné
72425;91;600;1;92;2024;1993;8;26;20;NC;0;1;1;Non abonné
72442;66;600;1;11;2024;1994;9;11;40;NC;0;1;1;Non abonné
72452;22;100;1;139;2024;1988;10;21;50;N;0;1;1;Non abonné
72497;78;500;1;90;2024;1967;2;16;12;NC;0;1;1;Non abonné
72522;30;250;2;36;2024;1998;3;6;62;NC;0;1;1;Non abonné
72570;87;800;2;105;2024;1998;12;27;40;O;0;1;1;Abonné
72573;38;950;1;39;2024;1964;10;1;20;N;0;1;1;Non abonné
72633;47;200;1;118;2024;1990;5;31;40;NC;0;1;1;Non abonné
72704;07;700;1;112;2024;1982;3;8;63;N;0;1;1;Non abonné
72815;10;150;1;131;2024;1998;10;17;50;NC;0;1;1;Non abonné
72922;93;500;2;92;2024;1987;9;18;40;N;0;1;1;Abonné
73020;83;500;2;30;2024;1986;7;25;80;NC;0;1;1;Non abonné
73025;29;260;1;139;2024;1962;12;21;40;O;0;1;1;Non abonné
73131;93;300;1;92;2024;1979;6;26;80;NC;0;1;1;Non abonné
73147;06;700;1;41;2024;1993;11;6;40;NC;0;1;1;Non abonné
73154;06;130;1;17;2024;1994;5;3;62;N;0;1;1;Non abonné
73215;64;100;1;104;2024;1988;8;6;80;NC;0;1;1;Non abonné
73268;43;200;1;13;2024;1984;12;22;80;NC;0;1;1;Non abonné
73303;93;100;1;92;2024;1986;12;29;80;NC;0;1;1;Non abonné
73344;76;660;1;27;2024;1974;4;11;40;N;0;1;1;Non abonné
73402;54;540;1;151;2024;1967;10;17;40;O;0;1;1;Non abonné
73545;33;410;1;9;2024;1981;3;22;50;N;0;1;1;Non abonné
73693;34;080;1;11;2024;1993;7;4;20;NC;0;1;1;Non abonné
73750;43;200;1;13;2024;1988;2;20;40;O;0;1;1;Non abonné
73876;22;480;1;139;2024;1996;11;16;50;N;0;1;1;Non abonné
73927;03;100;1;62;2024;1990;10;21;40;N;0;1;1;Non abonné
74005;34;370;1;11;2024;1955;9;5;80;NC;0;1;1;Non abonné
74031;95;220;1;90;2024;1995;9;22;40;NC;0;1;1;Non abonné
74066;49;100;1;66;2024;1989;11;26;40;O;0;1;1;Non abonné
74091;49;310;1;66;2024;1987;4;29;40;N;0;1;1;Non abonné
74100;31;460;1;68;2024;1988;3;19;40;O;0;1;1;Non abonné
74167;07;340;1;13;2024;1989;6;3;40;NC;0;1;1;Non abonné
74173;84;550;1;107;2024;1986;7;27;80;O;0;1;1;Non abonné
74263;76;570;1;27;2024;1997;6;12;62;N;0;0;0;Non abonné
74278;92;700;1;90;2024;1992;7;23;40;NC;0;2;1;Non abonné
74346;13;390;1;33;2024;1988;11;4;12;NC;0;1;1;Non abonné
74372;33;100;1;9;2024;1958;12;22;20;NC;0;1;1;Non abonné
74393;33;240;1;9;2024;1997;9;4;50;NC;0;1;1;Non abonné
74493;68;520;1;23;2024;1998;5;15;80;NC;0;1;1;Non abonné
74497;54;230;1;151;2024;1964;9;3;80;NC;0;1;1;Non abonné
74512;51;220;1;117;2024;1998;2;14;80;NC;0;2;0;Non abonné
74606;13;090;1;107;2024;1944;3;10;40;O;0;2;1;Non abonné
74614;97;419;1;136;2024;1985;8;11;40;NC;0;1;1;Non abonné
74664;37;600;1;84;2024;1963;6;21;80;NC;0;1;1;Non abonné
74725;97;440;1;136;2024;1964;6;13;40;NC;0;1;1;Non abonné
74928;26;750;1;112;2024;1970;4;13;80;NC;0;1;1;Non abonné
74958;49;150;1;66;2024;1992;6;23;40;N;0;1;1;Non abonné
74960;73;400;1;64;2024;1996;12;19;40;N;0;1;1;Non abonné
74973;44;300;1;66;2024;1979;10;8;20;NC;0;1;1;Non abonné
74986;44;400;1;66;2024;1990;7;4;20;N;0;1;1;Non abonné
74994;83;210;1;30;2024;1997;2;28;40;N;0;0;0;Non abonné
75065;60;000;3;117;2024;1950;1;1;70;STE;0;1;2;Non abonné
75088;31;170;2;68;2024;1962;8;7;80;O;0;1;1;Non abonné
75103;97;354;1;155;2024;1989;11;6;80;NC;0;2;1;Non abonné
75138;06;300;1;41;2024;1973;2;18;40;NC;0;1;1;Non abonné
75160;16;440;1;9;2024;1981;7;4;80;NC;0;1;0;Non abonné
75219;78;150;1;90;2024;1978;6;18;30;O;0;1;1;Non abonné
75223;83;330;2;30;2024;1966;12;5;40;O;0;1;1;Non abonné
75370;82;290;1;68;2024;1991;4;11;30;N;0;1;1;Non abonné
75451;33;380;1;9;2024;1983;7;29;40;N;0;1;1;Non abonné
75458;34;070;1;11;2024;1987;5;14;20;O;0;1;1;Non abonné
75521;61;000;1;111;2024;1989;12;23;50;NC;0;1;1;Non abonné
75544;05;500;1;39;2024;1973;4;27;40;NC;0;1;0;Non abonné
75641;36;300;1;113;2024;1958;8;19;80;O;0;1;1;Non abonné
75690;74;160;1;64;2024;1961;1;28;40;O;0;1;1;Non abonné
75903;19;470;2;105;2024;1969;11;3;40;O;0;1;1;Non abonné
75920;68;510;1;23;2024;1968;9;9;50;O;0;1;1;Non abonné
75930;36;000;1;113;2024;1973;3;9;40;N;0;1;1;Non abonné
75997;25;870;1;131;2024;1975;6;16;50;O;0;1;1;Non abonné
76055;84;918;1;53;2024;1985;11;17;12;O;0;1;0;Non abonné
76079;85;440;1;66;2024;1996;7;13;40;N;0;1;1;Non abonné
76168;34;070;1;11;2024;1985;5;9;40;O;0;1;1;Non abonné
76232;19;230;1;105;2024;1969;3;1;80;NC;0;1;1;Non abonné
76362;13;112;1;33;2024;1989;8;7;80;NC;0;1;1;Non abonné
76425;11;480;1;11;2024;1994;2;8;40;O;0;1;1;Non abonné
76439;74;540;1;64;2024;1986;3;3;12;O;0;1;1;Non abonné
76460;60;850;1;138;2024;1956;7;12;63;NC;0;1;1;Non abonné
76471;74;300;3;117;2024;1950;1;1;70;STE;0;2;0;Non abonné
76496;95;110;1;92;2024;1998;10;8;40;NC;0;1;1;Non abonné
76550;77;930;1;92;2024;1986;7;14;14;O;0;1;1;Non abonné
76613;26;400;1;112;2024;1991;1;4;40;O;0;1;1;Non abonné
76622;29;280;1;139;2024;1996;6;4;40;N;0;1;1;Non abonné
76718;93;110;3;117;2024;1950;1;1;70;STE;0;1;0;Non abonné
76726;13;011;1;165;2024;1995;10;13;40;N;0;1;1;Non abonné
76795;93;340;1;92;2024;1975;4;3;40;O;0;1;1;Non abonné
