nusoc;nucon;famgta;markli;apcoco;acircu;mcircu;utimot;pfco
57159;1;1200;DUCATI;MULTISTRADA S TOURIN;2016;5;BS;11
57161;1;0900;TRIUMPH;BONNEVILLE IE T100 B;2014;10;B;8
57224;1;0350;SPY RACING;TRIKE ROADSTER TOTI;2015;1;TM1;3
57254;1;0050;PIAGGIO;VESPA S;2011;1;SCB;0
57364;1;0750;SUZUKI;GT;1972;1;B;7
57441;1;0125;MBK;OCITO (GPD125A);2016;5;SGR;1
57450;1;0500;HONDA;CB 500S 34CV;2002;2;B;5
57502;1;0250;KTM;EXC 2T MTT1;2008;1;EN;3
57502;2;0750;KAWASAKI;ZR-7 34CV;2003;8;B;7
57559;1;1050;TRIUMPH;SPEED TRIPLE;2005;10;SB;10
57573;12;0125;YAMAHA;TRICITY (MW125);2016;6;SC3;1
57573;13;0125;YAMAHA;TRICITY (MW125);2016;6;SC3;1
57573;15;0050;PEUGEOT;KISBEE 4T;2017;5;SCB;0
57573;2;0050;PEUGEOT;KISBEE 4T;2016;4;SCB;0
57573;9;0050;PEUGEOT;KISBEE 4T;2016;4;SCB;0
57573;4;0125;PEUGEOT;TWEET EVO;2016;4;SGR;1
57573;10;0050;PEUGEOT;KISBEE 4T;2016;4;SCB;0
57573;18;0125;SUZUKI;BURGMAN IE;2017;5;SCG;1
57573;6;0125;PEUGEOT;TWEET EVO;2016;4;SGR;1
57573;7;0125;PEUGEOT;TWEET EVO;2016;4;SGR;1
57573;1;0125;PEUGEOT;TWEET EVO;2016;4;SGR;1
57573;3;0050;PEUGEOT;KISBEE 4T;2016;4;SCB;0
57573;5;0050;SYM;FIDDLE;2012;4;SCB;0
57573;14;0050;PEUGEOT;KISBEE 4T;2017;5;SCB;0
57573;8;0050;PEUGEOT;KISBEE 4T;2016;4;SCB;0
57573;11;0050;PEUGEOT;KISBEE 4T;2016;4;SCB;0
57573;16;0125;SUZUKI;BURGMAN IE ABS;2009;2;SCG;1
57573;17;0125;SUZUKI;BURGMAN IE;2017;5;SCG;1
57611;1;0900;KAWASAKI;Z900 ABS;2017;4;SB;9
57619;1;1200;BMW;R1200R;2013;2;B;11
57621;1;06500000000000000;KAWASAKI;ER-6N ABS  35KW;2014;10;BS;7
57621;2;0900;HONDA;CBR-RR FIREBLADE;1993;1;HYS;8
57625;5;1000;HONDA;CBR-RR FIREBLADE;2005;4;HYS;9
57625;6;0250;PGO;BUG RIDER;2007;9;QM2;3
57686;1;0400;YAMAHA;X-MAX;2013;6;SCS;5
57686;2;0700;HONDA;DEAUVILLE C-ABS;2014;10;GT;7
57772;1;0125;HONDA;CA REBEL;1996;5;CU;1
57778;1;0250;KTM;EXC-F MTT1;2006;12;EN;3
57878;1;1300;YAMAHA;XJR;2002;3;BS;12
57920;1;10000000000000000;YAMAHA;FZ-R EXUP;1989;5;SS;10
57920;3;1000;YAMAHA;FZ-R EXUP;1990;10;SS;10
57920;2;0850;YAMAHA;TDM;2000;2;B;8
57936;1;0750;SUZUKI;GSX S750;2018;6;SB;7
57974;2;0750;SUZUKI;GSX-R IE;2003;10;HYS;7
57974;1;0600;HONDA;HORNET       (70KW);2001;6;SB;6
58213;1;0500;KAWASAKI;ER-5 (34CV);1998;3;B;5
58226;1;1300;SUZUKI;"GSX-R ""HAYABUSA""";2011;3;ST;12
58283;1;0125;MASAI;X-RAY;2023;7;SM;1
58395;3;0530;KTM;EXC-R;2008;5;EN;6
58480;2;0125;SUZUKI;VANVAN (RV125);2006;5;T;1
58513;2;0675;TRIUMPH;STREET TRIPLE RX;2015;7;SB;7
58542;2;0450;KTM;EXC RACING MTT1;2002;10;EN;5
58560;1;0750;KAWASAKI;Z 750-N IE;2009;1;SB;7
58578;1;0530;YAMAHA;T-MAX ABS;2013;3;SCS;6
58676;1;0750;KAWASAKI;Z 750-N IE;2010;3;SB;7
58700;1;0500;HONDA;CBR 500RA;2017;7;B;5
58708;1;01250000000000000;YAMAHA;MT-125;2015;8;B;1
58746;3;0690;KTM;SMC-R ABS 30KW (A2);2014;4;SM;7
58746;1;0125;SUZUKI;RG GAMMA;1996;7;SS;1
58815;1;0500;PIAGGIO;MP3 LT SPORT ABS;2015;12;S32;5
58824;2;0600;SUZUKI;"GSX-R IE ""MODIFIEE C";2003;1;HYS;6
58883;5;1400;MOTO GUZZI;MGX-21;2017;1;CU;13
58883;1;0350;BETAMOTOR;ALP 4.0 (USAGE TT);2008;7;TR;4
58883;2;0125;BETAMOTOR;ALP (4T);2007;7;TR;1
58883;9;0290;BETAMOTOR;EVO 2T;2011;1;TR;3
58883;10;0300;SYM;QUADLANDER S;2007;6;QM2;3
59098;1;0125;YAMAHA;SR;1991;5;CU;1
59106;1;0750;KAWASAKI;Z 750-N IE;2005;8;SB;7
59163;1;0600;YAMAHA;XJ6   35KW;2013;12;B;6
59164;1;0750;KAWASAKI;Z 750-N IE;2005;7;SB;7
59238;1;0600;HONDA;HORNET IE;2008;11;SB;6
59244;1;0600;YAMAHA;FZ6;2005;9;SB;6
59268;1;1000;BMW;S1000RR;2018;9;HYS;9
59287;1;0600;SUZUKI;BANDIT 34CV;1999;3;BS;6
59313;2;1300;SUZUKI;"GSX-R ""HAYABUSA""";2001;4;ST;12
59314;1;0650;SUZUKI;SV-S 34CV;2004;12;SS;7
59361;1;0600;SUZUKI;DR600S;1987;6;T;6
59362;1;0600;YAMAHA;FZS FAZER;2002;4;BS;6
59383;1;0250;YAMAHA;WR-F;2003;5;EN;3
59449;1;07500000000000000;HONDA;CB-SEVEN FIFTY;1997;9;B;7
59461;1;0250;MASH;TWO FIFTY;2016;6;B;3
59470;3;01250000000000000;YAMAHA;SR;1998;3;CU;1
59470;4;0125;YAMAHA;SR;1988;4;CU;1
59470;1;0125;YAMAHA;SR;1993;3;CU;1
59470;2;0125;YAMAHA;SR;1992;5;CU;1
59549;2;1000;MOTO GUZZI;CALIFORNIA III;1989;8;GT;9
59684;1;0600;YAMAHA;R6 IE (YZF-R6);2005;11;HYS;6
59748;1;0750;KAWASAKI;ZEPHYR;1992;8;B;7
59779;1;0675;TRIUMPH;STREET TRIPLE  ABS;2015;6;SB;7
59822;1;0750;KAWASAKI;Z 750-N IE;2007;10;SB;7
59844;3;1000;KAWASAKI;ZX-10R NINJA;2008;4;HYS;10
59844;2;06500000000000000;SUZUKI;SV-S 34CV;2005;10;SS;7
59844;1;0500;SUZUKI;GS-E;1997;6;B;5
59915;1;0125;SUZUKI;GN125D;1999;6;CU;1
60013;1;1150;BMW;R1150GS ABS;2003;4;TM;11
60027;1;0600;YAMAHA;THUNDERCAT (YZF-R);1996;3;ST;6
60062;3;0300;KTM;EXC TPI MTT1;2018;11;EN;4
60062;2;0700;YAMAHA;MT-07;2015;3;BS;7
60120;1;0080;BETAMOTOR;EVO JUNIOR;2003;1;TR;1
60183;1;0530;YAMAHA;T-MAX ABS;2016;6;SCS;6
60269;1;0850;BMW;R850R;1999;4;B;8
60304;1;0800;YAMAHA;FZ8;2011;7;SB;8
60311;1;0125;HONDA;VT SHADOW;1999;7;CU;1
60336;4;0650;HONDA;DEAUVILLE;1998;5;GT;7
60336;2;0600;HONDA;TRANSALP 34CV;1996;12;TMR;6
60336;3;0125;YAMAHA;TW;1999;6;T;1
60367;1;0125;HONDA;NSR;1989;7;SS;1
60367;3;0750;HONDA;X-ADV;2018;1;SGR;7
60384;1;0050;MBK;OVETTO ONE;2016;6;SCB;0
60409;1;0750;HONDA;X-ADV;2018;9;SGR;7
60409;2;0750;HONDA;X-ADV;2018;9;SGR;7
60428;1;0400;DRESEL MCT;QUAD SUZUKI LT-Z HOM;2006;4;QM2;5
60432;1;0800;BMW;F800R;2016;6;B;9
60464;1;1100;HONDA;CBR-XX SUPER BLACKBI;1998;11;ST;10
60468;2;0600;YAMAHA;FZS FAZER;2000;4;BS;6
60468;1;0250;SHERCO;SE-R 2.5;2015;8;EN;3
60479;1;0600;HONDA;HORNET IE ABS;2009;5;SB;6
60568;1;0600;YAMAHA;XJ6  34CV;2012;1;B;6
60608;1;0650;KAWASAKI;KLR;1996;6;T;7
60610;1;06000000000000000;YAMAHA;FZ6 34CV;2007;7;B;6
60720;1;00500000000000000;YAMASAKI;ROADSTER;2014;1;B;0
60723;2;0050;YAMAHA;DT-X;2010;4;SM;0
60723;1;0600;HONDA;CBR-F;1999;9;SS;6
60735;2;0125;KTM;EXC;2000;12;EN;1
60879;1;0125;YAMAHA;X-MAX;2009;8;SCS;1
60905;1;0650;SUZUKI;GLADIUS  34CV;2011;6;BS;7
60908;1;1000;BUELL;XB9-SX LIGHTNING CIT;2007;6;BS;9
60968;1;0600;YAMAHA;FZS FAZER;2003;4;BS;6
61071;1;0850;YAMAHA;MT-09 ABS;2014;10;SB;8
61078;1;1100;BMW;R1100RS;1993;6;GTS;10
61079;4;0500;SUZUKI;GS-E CARENEE;1994;10;B;5
61085;1;00500000000000000;PIAGGIO;ZIP;2016;1;SCB;0
61115;1;0600;YAMAHA;XTE;1995;5;T;6
61268;2;0850;YAMAHA;TRX;1997;5;RS;8
61308;1;0125;HONDA;CBR 125R IE;2011;3;RS;1
61356;1;0125;RIEJU;MARATHON PRO SUPERMO;2011;4;SM;1
61530;1;0125;PEUGEOT;VIVACITY (NEW);2013;4;SCG;1
61539;1;0625;GOES;QUAD G MAX;2012;3;QM2;6
61542;1;1200;BMW;R1200RT PACK;2006;4;GT;11
61578;1;01100000000000000;SKY TEAM;DINGO (DAX REPLICA);2005;10;B;1
61651;1;1000;SUZUKI;SV-N;2004;8;SB;9
61729;1;0650;SUZUKI;SV-S 34CV;2000;3;SS;7
61763;1;0800;BMW;F800GS;2009;3;TM;9
61772;2;0700;YAMAHA;MT-07 ABS 35KW;2014;5;BS;7
61778;2;0696;DUCATI;MONSTER;2009;7;BS;7
61814;1;06000000000000000;KAWASAKI;ZX-6R NINJA;2000;6;SS;6
61871;1;0700;YAMAHA;MT-07  35KW;2014;8;BS;7
61947;1;06000000000000000;YAMAHA;FZS FAZER;1999;7;BS;6
61956;1;0600;SUZUKI;BANDIT 34CV;2002;6;BS;6
62037;1;1100;HONDA;PAN EUROPEAN;1991;1;GT;10
62048;1;0300;PIAGGIO;MP3 LT BUSINESS ABS;2015;1;S32;4
62070;1;0750;KAWASAKI;ZEPHYR;1993;8;B;7
62070;2;1000;BOMBARDIER-BRP;SSV CAN-AM MAVERICK;2013;10;QM2;9
62076;1;0600;HONDA;TRANSALP;2000;7;TMR;6
62083;1;0650;SUZUKI;GLADIUS;2014;9;BS;7
62086;1;0800;TRIUMPH;TIGER ABS;2011;10;BS;8
62101;2;1150;INDIAN MOTORCYCLE;SCOUT  75KW;2016;5;CS;10
62101;1;1690;HARLEY-DAVIDSON;HERITAGE SOFTAIL CLA;2014;7;CU;15
62136;1;0050;SYM;JET ONE;2007;4;SCB;0
62264;2;0850;YAMAHA;MT-09;2014;2;SB;8
62277;1;0125;HONDA;CB-TWIN (MTL);1982;6;B;1
62302;1;1000;SUZUKI;GSX-RR;2018;7;HYS;9
62321;1;0600;YAMAHA;FZS FAZER 34CV;2003;12;BS;6
62423;1;0650;KAWASAKI;ER-6N 34CV;2008;7;BS;7
62451;1;1150;BMW;R1150R ROCKSTER ABS;2004;2;B;11
62473;1;0750;SUZUKI;GSX INAZUMA;2002;12;B;7
62524;1;10000000000000000;YAMAHA;R1 (YZF-R1);1999;6;HYS;9
62588;1;0250;KYMCO;QUAD KXR SPORT;2005;4;QM2;3
62605;1;0750;KAWASAKI;Z 750-N IE;2011;4;SB;7
62615;1;0600;YAMAHA;TT-E;1997;1;EN;6
62615;2;0125;YAMAHA;MAJESTY (YP);2000;3;SCG;1
62652;1;0600;YAMAHA;R6 IE (YZF-R6);2019;9;HYS;6
62736;4;0650;KAWASAKI;ER-6N 34CV;2009;10;BS;7
62736;1;1300;SUZUKI;B-KING BY LAZARETH;2003;7;SB;12
62740;2;0125;YAMAHA;TDR;2000;4;TS;1
62759;1;0650;SUZUKI;SV-S;2000;7;SS;7
62768;1;0750;BMW;K75RT;1995;9;GT;7
62777;1;0750;HONDA;CB-SEVEN FIFTY;1993;8;B;7
62829;1;0750;HONDA;X-ADV 35KW;2018;8;SGR;7
62895;1;0400;HUSQVARNA;SVARTPILEN 401;2019;2;B;5
62896;1;08000000000000000;KAWASAKI;"Z800 ""E"" ABS";2016;6;BS;8
62983;1;0350;YAMAHA;QUAD YFM-R;2006;3;QM2;4
63047;2;0750;SUZUKI;GSR;2014;8;SB;7
63047;3;0125;YAMAHA;DTMX;1979;1;T;1
63047;1;0125;SUZUKI;RM;1993;1;CR;1
63079;1;0125;BMW;C EVOLUTION (ELECTRI;2020;9;SCG;2
63091;1;0125;HONDA;MSX125;2014;7;B;1
63092;1;0422;PIAGGIO;APE CALESSINO;2011;3;TM2;5
63115;1;0350;YAMAHA;QUAD YFM-R;2005;9;QM2;4
63115;2;1000;YAMAHA;MT-10;2016;7;SB;9
63173;1;0600;SUZUKI;BANDIT;1996;5;BS;6
63342;1;0600;YAMAHA;XJ-N;2001;1;B;6
63390;2;0125;PEUGEOT;TWEET;2014;6;SGR;1
63390;1;0125;DAELIM;S2 FREEWING IE;2009;7;SCG;1
63390;3;0125;YAMAHA;N-MAX;2017;9;SGR;1
63478;1;0250;PIAGGIO;MP3 LT (TM);2009;3;S32;3
63548;1;0400;KAWASAKI;Z400;2023;5;B;5
63586;1;1340;HARLEY-DAVIDSON;SOFTAIL SPRINGER;1992;6;CU;12
63600;1;0400;HONDA;"CB 400F1 ""SUPERSPORT";1976;6;B;5
63632;1;0600;HONDA;HORNET  34CV;1999;9;SB;6
63658;1;0125;KTM;EXC;2004;3;EN;1
63658;2;0450;KTM;EXC-F MTT1;2020;6;EN;5
63672;1;08000000000000000;KAWASAKI;"Z800 ""E""";2015;7;BS;8
63783;1;06000000000000000;YAMAHA;XJ6  34CV;2011;1;B;6
63783;2;1000;BMW;K100RT;1984;10;GT;9
63835;1;0800;BMW;R80/7;1983;1;B;9
63926;1;0600;YAMAHA;XJ6 DIVERSION;2010;1;B;6
63965;1;06000000000000000;HONDA;HORNET;2001;10;SB;6
63974;1;0125;PEUGEOT;VIVACITY (NEW);2011;8;SCG;1
63979;1;10000000000000000;YAMAHA;R1 (YZF-R1);1999;9;HYS;9
63979;2;1000;YAMAHA;R1 (YZF-R1);1999;9;HYS;9
63993;1;0650;KAWASAKI;"ER-6N ""MODIFIEE CIRC";2006;9;BS;7
64050;1;01250000000000000;HONDA;VARADERO IE;2009;9;TMR;1
64083;1;0050;PEUGEOT;KISBEE 4T;2016;7;SCB;0
64083;2;0125;YAMAHA;WR-X;2010;11;SM;1
64083;3;0125;HONDA;PCX (WW125);2015;5;SGR;1
64098;2;0750;SUZUKI;GSX-F;1992;1;ST;7
64148;2;0600;HONDA;CBR-RR IE;2008;5;HYS;6
64154;2;0125;DAELIM;S2 FREEWING;2007;9;SCG;1
64248;2;1500;HONDA;GOLDWING;1988;1;GT;14
64248;3;1300;YAMAHA;XJR;2006;5;BS;12
64248;1;1600;KBM TRIKE'S;GENESIS;2004;3;TM2;14
64255;2;1200;BMW;K1200S (FULL);2005;7;ST;11
64255;3;1868;HARLEY-DAVIDSON;STREET GLIDE SPECIAL;2018;10;GT;16
64319;1;0085;KTM;SX;2007;1;CR;0
64321;1;0900;HONDA;CBR-RR FIREBLADE;1993;10;HYS;8
64332;1;1200;SUZUKI;BANDIT-S;2003;5;BS;11
64406;1;0125;DAELIM;ROADWIN;2007;6;BS;1
64450;2;06000000000000000;YAMAHA;XJ-N;1999;10;B;6
64450;1;0600;YAMAHA;FZ6;2004;1;SB;6
64488;2;0600;HONDA;CBR-RR IE;2006;6;HYS;6
64530;1;0125;YAMAHA;YB-R;2008;9;B;1
64530;2;0700;YAMAHA;MT-07 ABS 60TH ANNIV;2016;6;BS;7
64546;1;0150;KYMCO;QUAD MXU;2016;7;QM2;2
64551;1;1100;BMW;R1100GS ABS;1995;6;TM;10
64569;1;0750;KAWASAKI;Z 750-N IE;2009;6;SB;7
64627;3;0750;APRILIA;DORSODURO 35KW;2011;6;BS;7
64636;1;00500000000000000;PIAGGIO;ZIP;2016;1;SCB;0
64645;1;0400;YAMAHA;X-MAX;2013;10;SCS;5
64687;1;0650;KAWASAKI;ER-6F  34CV;2010;8;SS;7
64779;2;1000;BMW;S1000R;2015;1;SB;9
64809;1;1000;BMW;S1000RR;2017;10;HYS;9
64851;3;1000;CAGIVA;RAPTOR;2000;5;SB;9
64851;1;0900;BMW;R90/6;1975;11;B;8
64936;1;0125;HONDA;PANTHEON (FES);2006;1;SCG;1
64944;1;0600;YAMAHA;XJ-S DIVERSION;2000;6;B;6
64986;1;0500;PIAGGIO;MP3 LT BUSINESS;2014;4;S32;5
65046;1;06500000000000000;BMW;C600 SPORT;2013;7;SCS;7
65080;1;0650;SUZUKI;GLADIUS ABS  35KW;2014;11;BS;7
65092;1;1690;HARLEY-DAVIDSON;DYNA STREET BOB;2016;7;CU;15
65093;1;0050;PIAGGIO;TYPHOON;2003;11;SCS;0
65103;3;10000000000000000;BMW;S1000R;2018;5;SB;9
65129;1;0400;PEUGEOT;SATELIS URBAN;2008;9;SCG;5
65143;3;0125;HONDA;CBR 125R IE;2011;6;RS;1
65143;2;0650;SUZUKI;SV-S 34CV;2004;5;SS;7
65159;1;0750;SUZUKI;GSR;2012;1;SB;7
65163;1;1700;YAMAHA;MT-01;2006;5;BS;15
65163;3;1700;YAMAHA;MT-01;2006;11;BS;15
65329;1;1200;BMW;R1200GS;2010;12;TMR;11
65374;1;1000;YAMAHA;FZS FAZER;2003;4;SB;9
65646;1;06600000000000000;YAMAHA;QUAD GRIZZLY HOMOLOG;2003;4;QM2;1
65655;1;0125;SYM;GTS EVO EFI;2014;8;SCG;1
65763;1;0700;YAMAHA;MT-07 ABS;2016;9;BS;7
65833;1;0600;HONDA;CB-F;2006;6;B;6
65836;1;0900;YAMAHA;TDM;2004;11;B;9
65856;1;0660;YAMAHA;SZR;1998;3;RS;7
65856;2;0125;YAMAHA;XT-X SM;2006;6;SM;1
65856;3;0230;HM;CR-F EASY TRAIL;2006;8;T;3
65905;1;0600;HONDA;HORNET IE;2013;3;SB;6
65990;2;0650;KAWASAKI;ER-6N  35KW;2014;10;BS;7
65990;1;06500000000000000;KAWASAKI;ER-6N  35KW;2014;6;BS;7
66153;1;0800;KAWASAKI;"Z800 ""E"" ABS 35KW";2016;5;BS;8
66153;2;0800;KAWASAKI;"Z800 ""E"" ABS";2016;5;BS;8
66170;1;0600;SUZUKI;BANDIT 34CV;1995;12;BS;6
66233;1;1200;BMW;R1200GS ABS;2014;12;TMR;11
66323;1;0500;PIAGGIO;MP3 LT SPORT ABS;2016;10;S32;5
66352;1;0600;YAMAHA;XJ6 ABS;2013;7;B;6
66419;1;0750;KAWASAKI;ZR-7 S;2003;10;B;7
66471;1;0600;SUZUKI;GSR 34CV;2006;1;SB;6
66482;1;1050;TRIUMPH;TIGER SPORT;2020;3;BS;9
66538;3;0600;SUZUKI;GSR;2006;5;SB;6
66557;1;0750;SUZUKI;GSX-R IE;2007;10;HYS;7
66561;1;0125;KTM;DUKE;2011;8;B;1
66615;1;0125;HONDA;SH-I;2006;7;SGR;1
66664;1;0800;KAWASAKI;Z800  ABS;2015;8;SB;8
66668;1;1200;KAWASAKI;ZRX-S;2004;7;BS;11
66668;2;1200;KAWASAKI;ZRX-R;2007;12;BS;11
66678;1;1300;SUZUKI;"GSX-R ""HAYABUSA""";2012;7;ST;12
66700;1;0800;GILERA;GP800;2010;8;SCS;9
66703;1;0500;HONDA;CBR 500RA;2013;5;B;5
66749;1;0125;APRILIA;TUONO 2T;2003;10;BS;1
66767;1;1000;KAWASAKI;Z1000 IE SX;2008;3;ST;10
66767;2;0350;KTM;EXC-F MTT1;2015;12;EN;4
66839;1;0125;YAMAHA;YZF-R;2009;3;RS;1
66964;1;00500000000000000;KEEWAY;HURRICANE;2016;8;SCS;0
67044;1;0050;MBK;OVETTO;2016;6;SCB;0
67064;1;0900;KAWASAKI;Z900 ABS;2018;6;SB;9
67113;1;0500;HONDA;CB 500;1999;5;B;5
67153;1;0690;KTM;SMC-R;2013;3;SM;7
67213;1;0150;KYMCO;QUAD MXER;2003;7;QM2;2
67275;1;0600;YAMAHA;FZ6 34CV;2007;8;B;6
67275;2;0290;SHERCO;SHERCO 2.9;2006;1;TR;3
67345;1;1000;DUCATI;MONSTER S2R;2007;6;BS;9
67409;1;0600;YAMAHA;FZS FAZER 34CV;2003;9;BS;6
67447;1;0650;SUZUKI;SV-S 34CV;2004;1;SS;7
67447;2;1290;KTM;SUPERDUKE R;2021;10;SB;12
67504;1;0750;KAWASAKI;Z 750-S IE;2007;6;BS;7
67525;1;0350;YAMAHA;QUAD YFM-RW RAPTOR;2007;8;QM2;4
67585;1;0990;KTM;ADVENTURE S;2008;3;TM;9
67585;2;1000;SUZUKI;GSX-R;2004;7;HYS;9
67618;2;0800;HONDA;VFR-F;1999;7;ST;8
67644;1;1450;HARLEY-DAVIDSON;SOFTAIL DEUCE;2000;6;CU;13
67716;1;0125;YAMAHA;TW;1999;4;T;1
67742;1;00500000000000000;LONGJIA;DIGITA 51;2015;12;SCB;0
67893;1;0650;SUZUKI;V-STROM XT;2019;5;TMR;7
67893;2;0125;APRILIA;ATLANTIC SPRINT;2009;12;SCG;1
67940;1;0600;SUZUKI;GSR 34CV;2009;12;SB;6
67967;3;0125;YAMAHA;DTLC;1986;11;T;1
67982;1;0800;DUCATI;MONSTER S2R;2005;3;BS;7
68078;2;1000;BRP CAN-AM;CAN-AM SPYDER RSS SE;2014;10;TM2;9
68127;1;0050;KYMCO;AGILITY NAKED RS REN;2013;7;SCS;0
68140;1;0600;SUZUKI;GSR;2006;9;SB;6
68223;1;1200;HARLEY-DAVIDSON;XR;2008;7;BS;11
68251;1;0600;SUZUKI;BANDIT 34CV;2002;3;BS;6
68269;1;1730;VICTORY;VISION TOUR;2013;4;GT;15
68269;3;0125;HONDA;CA REBEL;1996;3;CU;1
68340;1;0600;HONDA;CBR;1991;3;ST;6
68373;1;1745;HARLEY-DAVIDSON;SOFTAIL HERITAGE CLA;2018;4;CU;15
68406;1;0200;JLD;ENDURO 200WR;1993;10;EN;2
68468;1;0650;SUZUKI;SV-N;2000;8;BS;7
68486;1;0125;KYMCO;CK-1;2016;9;B;1
68544;1;0125;PIAGGIO;VESPA GRANDTURISMO;2008;11;SCB;1
68561;1;0675;TRIUMPH;DAYTONA R;2013;8;HYS;7
68563;1;0125;YAMAHA;YZF-R;2008;6;RS;1
68596;1;0700;YAMAHA;MT-07;2014;8;BS;7
68615;1;0050;PEUGEOT;SPEEDFIGHT 3 4T;2015;6;SCS;0
68618;1;0650;KAWASAKI;ER-6N ABS;2016;9;BS;7
68652;1;0650;KAWASAKI;KLR;1999;4;T;7
68692;1;0500;HONDA;"CB 500 ""PC32A"" MTT1";1998;1;B;5
68725;1;0125;ORCAL;ASTOR;2016;2;B;1
68725;3;0535;ROYAL ENFIELD;CONTINENTAL GT;2014;11;B;6
68725;2;0883;HARLEY-DAVIDSON;SPORTSTER;1991;5;B;9
68725;4;0750;MOTO GUZZI;V7  RACER;2012;12;B;7
68737;1;0650;SUZUKI;SV-S 34CV;2001;4;SS;7
68768;1;0050;PEUGEOT;LUDIX ONE 2P;2006;4;SCB;0
68804;1;0690;KTM;SMC;2008;8;SM;7
68810;1;0050;SHENKE;SILVER;2016;9;SCB;0
68969;1;06000000000000000;HONDA;HORNET  34CV;2002;1;SB;6
68969;2;0600;HONDA;HORNET  34CV;2002;1;SB;6
69002;1;0883;HARLEY-DAVIDSON;SPORTSTER;1991;1;B;9
69006;1;0600;YAMAHA;XJ-S DIVERSION;1999;10;B;6
69183;1;0600;KAWASAKI;ZZR;2000;3;ST;6
69236;2;0050;JIAJUE;RAPTOR;2018;2;SCB;0
69270;1;0125;HONDA;S-WING ABS TOP BOX;2011;11;SCG;1
69270;2;0125;HONDA;VT SHADOW;2001;4;CU;1
69270;3;0650;KAWASAKI;VULCAN S ABS;2015;4;CS;7
69373;1;0750;KAWASAKI;VULCAN (VN);1993;12;CU;7
69434;1;01250000000000000;SUZUKI;VANVAN;2004;10;T;1
69455;1;0750;KAWASAKI;Z 750-S IE;2006;8;BS;7
69471;1;0500;HONDA;CB 500FA;2015;3;B;5
69567;1;1100;SUZUKI;GSX1100G;1996;2;B;10
69579;1;0450;QUADDY;QUAD YF-Z HOMOLOGUE;2015;3;QM2;5
69584;1;0650;SUZUKI;GLADIUS ABS  35KW;2013;8;BS;7
69609;1;0600;SUZUKI;BANDIT 34CV;1998;6;BS;6
69626;1;1050;TRIUMPH;SPEED TRIPLE;2009;10;SB;10
69658;2;0500;KAWASAKI;KLE;1995;10;TMR;5
69810;1;0900;YAMAHA;TDM ABS;2009;10;B;9
69874;2;0800;YAMAHA;FZ8;2013;5;SB;8
69874;1;0750;KAWASAKI;Z 750-N IE;2008;1;SB;7
69987;1;1100;HONDA;CB 1100;2013;2;B;11
69995;1;0500;KAWASAKI;ER-5 (34CV);2002;4;B;5
69995;2;0125;JINCHENG;DINGO (DAX REPLICA);2011;8;B;1
70144;1;0660;YAMAHA;XT-Z TENERE;1994;7;T;7
70263;2;0650;HONDA;CB 650FA ABS;2014;7;BS;7
70263;1;1000;KAWASAKI;NINJA SX;2022;10;ST;10
70269;1;0570;HYTRACK;QUAD HY X T3;2023;10;QM2;3
70269;2;0150;HYTRACK;QUAD HY-S;2016;9;QU;0
70276;1;06500000000000000;KAWASAKI;ER-6N ABS  35KW;2016;9;BS;7
70288;1;0125;YAMAHA;YZF-R;2008;8;RS;1
70373;1;0700;YAMAHA;MT-07 ABS 35KW;2016;9;BS;7
70391;1;0125;YAMAHA;TDR;2000;12;TS;1
70504;1;0750;SUZUKI;INTRUDER;1991;5;CU;7
70506;1;0600;YAMAHA;XTE;1996;11;T;6
70542;1;0750;YAMAHA;XTZ SUPER TENERE;1993;8;TM;7
70542;2;0650;SUZUKI;SV-S 34CV;2002;6;SS;7
70543;1;0650;SUZUKI;SV-N 34CV;1999;10;BS;7
70566;1;0125;HONDA;VT SHADOW;2000;9;CU;1
70568;1;0650;SUZUKI;GLADIUS;2009;11;BS;7
70568;2;0125;HONDA;"CLR ""CITYFLY""";2000;4;B;1
70692;1;0125;SUZUKI;TS-R;1994;3;T;1
70745;1;0600;HONDA;HORNET IE;2007;10;SB;6
70817;1;0500;KYMCO;X-CITING;2010;11;SCS;5
70920;1;0050;PIAGGIO;ZIP;2007;8;SCB;0
71001;1;0050;YAMAHA;NEO'S;2016;12;SCB;0
71081;2;1000;BMW;"R100R ""CLASSIC""";1993;6;B;9
71081;1;0650;HONDA;AFRICA TWIN (XRV);1989;10;TM;7
71090;1;0250;KTM;EXC-F MTT1;2013;5;EN;3
71305;1;1200;HARLEY-DAVIDSON;SPORTSTER;1998;1;B;11
71368;1;0125;ORCAL;ASTOR;2016;3;B;1
71377;1;0650;KAWASAKI;ER-6F  34CV;2010;4;SS;7
71385;1;0125;HONDA;FORZA (NSS125AD);2015;10;SCS;1
71451;1;0750;SUZUKI;GSR;2014;6;SB;7
71482;1;0300;SHERCO;SE-R 3.0;2014;12;EN;4
71485;1;0300;KTM;EXC;2016;4;EN;4
71532;1;0600;YAMAHA;THUNDERCAT (YZF-R);1998;5;ST;6
71590;1;0125;YAMAHA;YZF-R;2008;5;RS;1
71624;1;0650;KAWASAKI;VERSYS ABS  35KW;2020;8;B;7
71912;1;0600;HONDA;HORNET       (71KW);2003;5;SB;6
72003;1;1100;SUZUKI;GSX-R;1994;3;SS;10
72425;2;1000;YAMAHA;R1 IE (YZF-R1);2004;4;HYS;9
72442;3;0600;HONDA;TRANSALP +35KW;1993;5;TMR;6
